,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
108779,_f6Nt2ANNIkemPuA_QnsmA,PrimoHoagies,"2417 Welsh Rd, Ste 12",Philadelphia,PA,19114,40.0718679468,-75.0304493308,3.0,34,1,"{'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BikeParking': 'False', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Restaurants, Sandwiches, Italian","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-16:0', 'Sunday': '10:0-18:0'}"
108860,11uo3yawm_d1DWCCMpM1tw,Barrel's Fine Food,1725 Wolf St,Philadelphia,PA,19145,39.9228596,-75.1759474,4.0,49,1,"{'WiFi': ""'no'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'NoiseLevel': ""u'loud'"", 'WheelchairAccessible': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Italian, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:45', 'Saturday': '11:0-21:45'}"
109026,D4Z4Wun4iYG2C4AgVkarag,T&N HomeMade Kitchen,1820 W Moyamensing Ave,Philadelphia,PA,19145,39.9143957,-75.1781475,4.0,83,1,"{'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'NoiseLevel': ""'average'"", 'HasTV': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}""}","Sandwiches, Caterers, Restaurants, Breakfast & Brunch, Fast Food, Delis, Event Planning & Services, Italian","{'Monday': '6:30-21:0', 'Tuesday': '6:30-21:0', 'Wednesday': '6:30-21:0', 'Thursday': '6:30-21:0', 'Friday': '6:30-21:0', 'Saturday': '8:0-17:0', 'Sunday': '8:0-17:0'}"
109704,1ZgE6rlUr2YD697vFjVoQg,Gearo's,1913 Welsh Rd,Philadelphia,PA,19115,40.0820736,-75.0372482,3.5,89,1,"{'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'BikeParking': 'False', 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'True', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Italian, Restaurants, Sandwiches, Pizza","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '12:0-23:0'}"
109782,yr3zZAhrSUwBb135uLb6Yw,Villa Fresh Italian Kitchen,"8500 Essington Ave, Terminal B",Philadelphia,PA,19153,39.8744888285,-75.24714107450001,2.5,23,0,"{'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'False', 'HasTV': 'True'}","Italian, Restaurants, Pizza",
110058,8G_S5A-MlOnvqbyVP788iA,Pete's Pizza Joint,215 Chestnut St,Philadelphia,PA,19106,39.94862,-75.144761,4.0,73,0,"{'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'False', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}""}","Pizza, Italian, Restaurants, Sandwiches","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
110470,VIYvcX9SScnqmoI0so1KZA,PrimoHoagies,2043 Chestnut St,Philadelphia,PA,19103,39.9523626789,-75.1750177145,4.0,154,1,"{'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""'none'"", 'BYOBCorkage': ""'no'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True'}","Sandwiches, Restaurants, Italian","{'Monday': '0:0-0:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '9:0-16:0'}"
111109,jgHrwlWf6IzmtHcsuQOq9w,Palladino's,1934 E Passyunk Ave,Philadelphia,PA,19148,39.9259194,-75.1684683,3.5,102,0,"{'RestaurantsPriceRange2': '3', 'GoodForKids': 'False', 'Alcohol': ""'full_bar'"", 'HasTV': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForDancing': 'False', 'RestaurantsTableService': 'True', 'Smoking': ""u'no'"", 'Music': '{}', 'HappyHour': 'True', 'CoatCheck': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Steakhouses, Cocktail Bars, Italian, Nightlife, Bars, Restaurants","{'Monday': '17:0-0:0', 'Tuesday': '17:0-0:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-0:0', 'Saturday': '13:30-0:0', 'Sunday': '10:30-0:0'}"
111432,b4Ill0aK9lPx990CsjHX-g,West Point Pizza,201 N 63rd St,Philadelphia,PA,19139,39.9658774,-75.2458779,2.0,16,1,"{'GoodForKids': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '1'}","Restaurants, Italian, Pizza","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}"
112053,1iFeA_iosPL9pWa3acFKJA,PrimoHoagies,2703 E Clearfield St,Philadelphia,PA,19134,39.9828810847,-75.1046955585,4.5,18,1,"{'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Ambience': 'None', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Sandwiches, Italian, Food","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-16:0', 'Sunday': '9:0-20:0'}"
112156,r8rY6hJGtmVkJw1L--EDwg,Joe Santucci's Square Pizza Bar & Grill,4050 Woodhaven Rd,Philadelphia,PA,19154,40.0859595,-74.9711521,3.5,136,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'Corkage': 'False', 'WheelchairAccessible': 'True', 'BYOB': 'False', 'Caters': 'True'}","Food, Bars, Grocery, Pizza, Italian, Restaurants, Sandwiches, Nightlife, Salad, Seafood","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-21:0'}"
112322,YNzyPt4RdhDGUDlwxFtTQQ,Zavino,3200 Chestnut St,Philadelphia,PA,19104,39.9536479551,-75.1891877265,4.0,314,0,"{'CoatCheck': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'Smoking': ""u'no'"", 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Music': ""{'dj': False}"", 'WiFi': ""'free'"", 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True'}","Bars, Tapas/Small Plates, Nightlife, Italian, Restaurants, Wine Bars, Pizza","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}"
112351,at4y2FFxGBtSrZHYreNYCA,P&S Ravioli Company,1722 W Oregon Ave,Philadelphia,PA,19145,39.9173293,-75.1771444,4.0,28,1,"{'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'no'"", 'HasTV': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Food, Sandwiches, Specialty Food, Italian","{'Monday': '9:0-18:30', 'Tuesday': '9:0-18:30', 'Wednesday': '9:0-18:30', 'Thursday': '9:0-18:30', 'Friday': '9:0-18:30', 'Saturday': '9:0-18:30', 'Sunday': '9:0-15:0'}"
112879,082Z772_Ig8SXp9DibYCAA,La Casa Bella,4452 Main St,Philadelphia,PA,19127,40.0265248,-75.2265609,3.0,35,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'WiFi': ""'no'""}","Pizza, Restaurants, Italian","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-3:0'}"
113072,80CuLvezLk7SkkzWbcv1Dg,C19 Cichetteria Venezia,267 S 19th St,Philadelphia,PA,19103,39.9482333,-75.1726372,3.5,116,0,"{'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': True, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'HappyHour': 'True'}","Italian, Bars, Nightlife, Restaurants, Wine Bars","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-21:0'}"
113379,edglJsudUEULkxm-rLtQbg,Brigantessa,1520 E Passyunk Ave,Philadelphia,PA,19147,39.930511,-75.162822,3.5,215,0,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'GoodForDancing': 'False', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'Caters': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'NoiseLevel': ""u'average'"", 'Smoking': ""u'no'"", 'RestaurantsTableService': 'True', 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '3', 'HappyHour': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}""}","Italian, Bars, Nightlife, Restaurants, Pizza","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:30', 'Saturday': '15:0-22:30', 'Sunday': '17:0-22:0'}"
113449,PhvIKjKB-tkC6Lld0gQn9Q,Pandora's Lunchbox,1221 Walnut St,Philadelphia,PA,19107,39.9491161725,-75.1615435784,4.0,103,0,"{'RestaurantsReservations': 'False', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'Alcohol': ""'beer_and_wine'"", 'NoiseLevel': ""'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'True'}","Italian, Restaurants, Pizza, Sandwiches","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
113983,PP3BBaVxZLcJU54uP_wL6Q,Pat's King of Steaks,1237 E Passyunk Ave,Philadelphia,PA,19147,39.9332010583,-75.159265814,3.0,4250,1,"{'RestaurantsReservations': 'False', 'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'BYOBCorkage': ""'no'"", 'BikeParking': 'True', 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'Caters': 'False', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'False', 'Ambience': ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'HappyHour': 'False', 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2'}","Italian, American (Traditional), Sandwiches, Fast Food, Restaurants, Local Flavor, Cheesesteaks","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
114344,LizaSXXtaPjbxGtwo_rw9Q,Gnocchi,613 E Passyunk Ave,Philadelphia,PA,19147,39.9413851,-75.1503311,4.0,260,1,"{'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': None}"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True'}","Italian, Restaurants","{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '14:0-21:0'}"
114474,vOIREhuiq543Q5qXRjoFIw,Gianfranco Pizza Rustica,248 S 11th St,Philadelphia,PA,19107,39.947168,-75.1594219,3.0,39,0,"{'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'paid'"", 'HasTV': 'True', 'NoiseLevel': ""u'quiet'""}","Restaurants, Pizza, Sandwiches, Italian","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '11:0-21:30'}"
114768,6085NRg7QH3vXpc50F4UHQ,Chiquita's Pizzeria & Mexican Grill,746 Snyder Ave,Philadelphia,PA,19148,39.9229037,-75.1596341,5.0,48,1,"{'RestaurantsDelivery': 'True', 'Corkage': 'False', 'BYOB': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'False', 'OutdoorSeating': 'False', 'Caters': 'True', 'RestaurantsTakeOut': 'True'}","Mexican, Pizza, Restaurants, Italian","{'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
115062,7WxwNLWCalq4m3r0Y3nMlg,Franco's Osteria,3900 City Ave,Philadelphia,PA,19131,40.0085168,-75.2102466,3.5,18,0,"{'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'OutdoorSeating': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'True'}","Italian, Restaurants",
