,business_id,date,stars,text,cut_off_date,not_recommended_review_count_pre,treatment,text_length,sentiment_score
71766,bjPUhanWoinHi2kywvVzBA,2013-11-05 03:19:17,4,"the current market salad is super delicious. ricotta/pumpkin seeds/kale/butternut squash.  great combo. lovely little place.  loud, but fun. small, but friendly. must have a reservation.  fills up fast. the only neg--- please clean your hoods! or get new ones.  nothing worse than needing a shower when you get home from dinner.",0,29.0,1,328,0.2244
71887,mNXfzN6L3GPJdUJXbSsmfw,2013-11-24 22:09:55,5,"great restaurant atmosphere and great food across the entire menu. i have went there to eat multiple times and order delivery from them quite often (the delivery comes hot and just as good as if you were to sit on the table). their sauteed calamari and sausage off the appetizer menu is one of my favorites items. their salads are all crisp and awesome, the best is their poached chicken salad. their rolls and oil are good, and their meals have always been great too!   i have also done family style with a large group. the amount of food they gave was enormous! their prices are very good. during the nicer seasons they offer outside seating on one of the more nice blocks of south street and open up their front window panes. absolutely nothing bad to say about this place.",1,15.0,1,776,0.3631
71945,FTD2hJ53c0NbfKFvVQxAhw,2013-08-26 16:56:34,5,"agiato was a very pleasant surprise.  i was initially intimidated by its appearance, thinking it would be out of my price range for a casual dinner with friends.  i had dropped by with friends before but did not end up going because they have really long waiting times for dinner on weekends.  we finally ended up going for an early dinner on a saturday without a long wait.  their prices are better than derek's and jake's & cooper's, but they have a more unique menu.  their plates are on the smaller size, but everything was delicious.  we had one of their arugula salads, which was light and flavorful. the eggplant was also cooked just right - it was light and fluffy. we also got a rotini pasta dish, which was on the smaller side, but again very very good.  i want to go back on an empty stomach to try more of their cheese and charcuterie plates, as well as their paninis.",0,22.0,1,880,0.2392
71983,FTD2hJ53c0NbfKFvVQxAhw,2013-11-25 23:07:07,3,"first off, this place has really good food. why am i giving it only 3 stars? pricing.   so the good: they do an outstanding job of selecting meats and cheeses, and actually give a really large portion of meat for the price (3 for $18 i believe). probably the best brie i've had there and the rosemary hard cheese was amazing too.   the bad: the portion size for the pasta dishes; i had the bolognese and it was decent. my girlfriend had the squid ink dish, and we both agreed it was amazing.   the wtf: the wine -- terribly priced. i was very dissapointed with the 1996 bordeaux blend 5 oz serving for +20 bucks, or the cheaper napa cabs at $14 for a 5oz glass when you could find bottles online for $20. we were a bit surprised the pasta dishes were actually pretty cheap, but again the portions were tiny, which made sense on the price.   in summary, the decor and food was delicious. the wine selection and drink selection in general is great, but expect to pay a lot for it.",1,22.0,1,978,0.2191
72016,9mA9qYqiv4c0T9ASid3PIQ,2013-11-06 12:02:44,4,"i ate here with a corporate group, so i can only comment on the level of service we received as a group. servers stayed close to make sure our drinks were full, etc. i remember steaks i've eaten only on the rare occasion that they stand out. i remember this was one of the best filets i've ever eaten.",0,56.0,1,301,0.3071
72053,9mA9qYqiv4c0T9ASid3PIQ,2014-01-07 12:30:37,3,"went to cap grille in center city, on saturday night.  was a little bothered by the amount of eagles fans there, wearing sweatpants and jerseys, not exactly the type of place to pre-game and i digress.   our server was excellent and extremely knowledgable of the restaurant.  both of our soups, french onion and lobster bisque were outstanding and then it went downhill.  our sides, creamed spinach and scalloped potatoes were both mediocre to average and our steaks were just ok.  neither of them tasted like to quality steaks and my ribeye was overcooked just enough to ruin it.  as always the stoli dolis were on-point.  overall, i would say it was just ok, not $250+ meal we paid for...",1,56.0,1,690,0.101
72057,bjPUhanWoinHi2kywvVzBA,2013-11-24 19:56:06,4,"delicious food, tiny space.  my gal pal e and i tried this spot for dinner. we both agreed food was tasty.  i enjoyed the grilled artichoke appetizer and the homemade buckwheat pappardelle. e went with the cioppino. reasonable prices for byob. friendly staff. i would like to try mercato again, but maybe with more people in hopes of a larger table. this space is really tight hence the 4 stars.",1,29.0,1,395,0.2996
72068,bjPUhanWoinHi2kywvVzBA,2014-01-10 17:27:36,5,looking for any form of warmth we stumbled in without any reservation. rather than send us back out into the cold they spared a small table (of which there were none at first glance). we both got the chef's menu and left totally satisfied and ridiculously full. good times were had by all.,1,29.0,1,289,0.1188
72127,_xSCB2TZ-s6yTeafRnzK1w,2013-09-23 04:15:03,1,"i couldn't be more disappointed in savas. i work nearby at a hospital and my co-workers reccommended the place. the first time i called to order, the girl on the phone got my phone number wrong (after three times of repetition), and my order was never delivered. when i called to check on the status of my order, i was told that they couldn't get in touch with me and it was too late to get my order. they told me i could have a credit for another order. the second time i called to use my credit, i was told that no manager was on site to ""verify"" that i was actually due one. it was 11:45pm; the website advertises delivery until 12pm. when i called i was told that it ended 5 minutes ago. when inquiring about the time on the website, i was told that the time posted ""does not always apply"". this seems ridiculous to me, why post the time at all if they do not plan to follow it?  i won't be calling savas again.",0,14.0,1,915,-0.1573
72136,9mA9qYqiv4c0T9ASid3PIQ,2013-11-04 15:43:57,5,"my mother and i dined at the capital grille last night prior to a concert at the wells fargo center. neither of us had ever been to this establishment, so we had no idea what a treat we were in for! it was easily the best meal i've had in my (albeit short) life.  we arrived a half hour early for our 5:00pm reservation and planned to kill time at the bar, but we were seated right away in a nice, quiet table in the back corner. our waiter, colin, came promptly and made sure we were comfortable, gave us drink recommendations, and answered any questions we had about the menu. his service was absolutely fantastic the entire meal--he was there when we needed him and gone when we didn't. we never wanted for anything during our meal, everything was timed perfectly, and we didn't feel rushed.  we both started with the crock of french onion soup, which was delicious. it didn't have an overpowering flavor of sherry, which is what i've come to expect with high-end steakhouse onion soup. the portion was generous without being overwhelming, and there were plenty of onions in the soup--it wasn't all broth. we also each received a complimentary crab and lobster fritter, which was decadent. it was fried, but not greasy or overpowering. the lobster and crab were sweet and the tartar sauce was creamy and refreshing.  for my main course, i ordered the 8oz filet mignon with the cold water lobster add on. the filet was slightly undercooked (i ordered it medium, it came out medium rare), but that actually lent itself to the cut of meat. it was melt-in-your-mouth tender with a perfect flavor--no need for extra seasoning, blue cheese, or bearnaise sauce here! as someone new to eating lobster, i was a little worried that the flavor was going to be a little overwhelming, but it wasn't. it was clean, fresh, and sweet. the lobster was poached in butter, but it didn't have a strong butter flavor--the balance between lobster and butter was perfect.  my mother ordered the double cut lamb rib chops. the portion was huge!! she expected two double cut chops (4 chops in all) but received 4 double cut chops (8 chops total). i didn't taste them, as i am not a fan of lamb, but she says they were tender, cooked to perfection, and the best lamb chops she's ever had.  we shared the half portions of the au gratin potatoes and green beans. the potatoes were the best i've ever had in my life, and i'm pretty sure that they're served in heaven. the green beans were crisp and nicely seasoned. the half-potion size was generous enough for us to share without feeling deprived.  for dessert, we shared the house made sour cherry sorbet. the portion was huge (we shared it and still didn't finish it) and the sorbet was delightful. the flavor was definitely cherry, but it wasn't overly sour--the perfect amount of tart. my only complaint about it was that it was a little hard, but it wasn't a big deal because sorbet is supposed to be frozen and there was plenty of time to let it thaw.  this meal met all of my expectations and then blew them out of the water. if you're looking for an old fashioned, upscale meal, the capital grille is the place to go. do be aware that you will pay for the experience--our total bill (two appetizers, two entrees, one dessert, two glasses of wine, one cocktail, two after dinner drinks, tax, $45 tip, and $18 for parking) was just under $280. it was worth every penny.",0,56.0,1,3400,0.226
72171,Yjl8zvY3uujvpbKMXWOpXQ,2013-11-02 20:11:29,4,"i can't understand why this place is averaging such low stars... do you know how classic joseph's pizza is?  my mother went on her first date with my father in the 70's.  she has since moved to florida but i always make sure when she comes up we visit joseph's.  i think their pizza is overpriced compared to the competition in the area, but it's the pizza we're talking about here people.  you want to complain about the interior decor?  get delivery!  if you can't appreciate the nostalgia then don't go in.  it's that simple.  thanks for being open all these years joseph's, my mom and i appreciate the little piece of local history.  rip joe",0,8.0,1,645,0.1054
72196,bjPUhanWoinHi2kywvVzBA,2014-01-23 20:04:44,5,"my girlfriend and i celebrated my 26th birthday here recently. i was born and raised in philly so have eaten at myriad of the city's best restaurants. mercato is in my top 5 overall and top 3 of italian-focused cuisines. interesting meal designs, fresh ingredients, greatly varied use of italian oils are all assets here.  the one caveat is that this restaurant is extremely small-you have to be comfortable with a lot of noise and being literally less than arm's length from your neighbor. i love this neighborhood feel, but i understand many don't.",1,29.0,1,550,0.3372
72212,9mA9qYqiv4c0T9ASid3PIQ,2014-01-30 16:32:41,5,"when a steak is aged perfectly, there's very little i feel i need to add to compliment a dinner. same goes for this review, thank you for a great dinner.",1,56.0,1,153,0.2912
72240,bjPUhanWoinHi2kywvVzBA,2013-09-19 07:18:22,3,mainly i didn't like this place was so loud i couldn't talk to my friends. i had the artichoke which was very good. my friend had pasta but didn't like it so they didn't charge her.,0,29.0,1,181,0.3922
72243,Vnagnur1os0ZduOpvDH27A,2013-10-20 00:39:40,5,"we have been coming here for a few years now . like a lot of ppl i first heard about this place on the food network. also like a lot of ppl i have noticed that most of the places that are hyped up like this are almost always a huge letdown ..   not here . have been here like 25 times and have never had anything close to a bad meal . it's the epitome of what a good old fashioned italian restaurant should be . simple ingredients ,simple food done perfectly .   service can be a little gruff, it's not bad service but the ladies don't go overboard on the pleasantries . which is fine, ur there to eat anyway .   i've tried just about everything thing on the menu and all of it has been amazing . i will say that my faves are the veal marsala and the gravy and meatballs ..  this place has the best meatballs i have ever tasted . tender,juicy and packed with flavor . with the gravy it's an absolute home run . i'd recommend this place to anybody that likes good old school italian food in a no frills no fuss no muss place .",0,22.0,1,1025,0.2371
72261,9mA9qYqiv4c0T9ASid3PIQ,2013-09-19 19:48:59,3,this has been my third visit here- two times for dinner and the latest for lunch.  overall food is great. i was not a fan of my lunch plate i got this time- lobster roll was tiny and the lettuce was too bitter. watermelon/ feta salad was drowned in oil. truffle fries were fantastic however and a good portion.  other times: porterhouse - was amazing very tender and well cooked lamb chops- get it!!!!! and with the blue cheese crusting omg rocked my world  lobster mac and cheese- fantastic and cheesy clam chowder- nothing special,0,56.0,1,532,0.2214
72280,bjPUhanWoinHi2kywvVzBA,2013-11-27 16:31:14,5,"i went here on restaurant week with my girlfriend and another friend. they typically  do not accept reservations, however they only accepted reservations for restaurant week.  the earliest slot they had open what 10 o'clock for 3 people and i called well over a week in advance.  they are a cash only byob.   they are under same ownership as valani social which is across the street.  together the 2 restaurants comprise the best food selections all of philadelphia.  i would highly recommend either these places.  whereas valanis more of the upscale bar that serves amazing food, mercato is a small unassuming dinner only establishment.",1,29.0,1,637,0.1772
72286,9mA9qYqiv4c0T9ASid3PIQ,2014-01-23 15:48:49,5,"i love this capital grille! the service is always outstanding, the food is always delicious. my usual favorites are always done well here, and i really miss living in philadelphia because the pittsburgh location isn't nearly as fantastic. ah well.  i always have to get a stoli doli when i come here. think house-infused pineapple vodka with fresh pineapple. yum!! this is cg's signature cocktail, and it is really quite memorable.  i love the spinach salad as the hot bacon dressing is simply divine. i am a filet girl, but will branch out at times and try different rubs. the porcini and kona rubs are my favorites.   the lobster mac and cheese is absolutely out of this world, so i try my best to stay away from it. though it is heavy due to the cream, the cream does not overpower the sweetness of the lobster.   the coconut cream pie is one of my favorite desserts anywhere, and the creme brulee is also a go to.",1,56.0,1,917,0.3205
72327,Vnagnur1os0ZduOpvDH27A,2013-11-07 14:29:40,5,"arrived at villa di roma with a group of 8 anticipating our 2nd installment of supper club... this time south philly style.  food amazing, solid, as my brother james had previously posted. i had a veal dish w lemon butter, capers and mushrooms. it was difficult to understand the menu items as they just listed them on the board/menu with no detail & the waitress seemed to be bothered as i ran down the list asking what each veal dish was. i get it. your on 9th street, you get loads of tourist, and you expect everyone to talk & be italian, right? just expected a little more pep in our waitress's step however i won't let it stop me from giving this italian hot spot in the italian market a 5 star! boom!!",0,22.0,1,708,0.0376
72331,mNXfzN6L3GPJdUJXbSsmfw,2014-01-04 23:15:37,5,"i have always liked this place. though i want to see if i can get confirmation on something: i think the greco pizza tastes like kraft macaroni and cheese. i mean this in a good way. can anyone confirm this for me?  big portions, very casual atmosphere. good for kids.   i recommend the chicken and shrimp pasta dish. one of my favorite dishes in philly.",1,15.0,1,354,0.1172
72376,Vnagnur1os0ZduOpvDH27A,2013-11-24 02:02:43,5,"i was very satisfied with food. servers work hard; this is a busy place on weekends. be prepared to wait, and it is noisy. but, they provides good value and traditional classic italian fare. the food is worth the wait. we shared  chicken sicilian, white mussels, villa salad which was plenty for two adults.",1,22.0,1,307,0.1025
72383,8JcdN89xv4AqAVRSDLLUHw,2013-12-19 20:34:21,1,"my company had a holiday lunch here, and i have to say, it was just about the most horrible excuse for ""italian"" food i've ever experienced. from the 1.5 hour wait for our food, to the glass of ice tea that smelled like it hadn't been washed in a few years, to the overdressed caesar salad with very little flavor and gross wilting lettuce, and then finally to the entree ""flounder francaise"" that was suggested to me (which turned out to be an eggy, soggy mess that supposedly had fish inside it somewhere (see photo) and the side of overcooked ""homemade"" fettucine (i've had homemade plenty and this ain't it)..with marinara sauce that must have come out of a can (also see photo). this meal was a disgrace. and not just mine, but pretty much everyone was disappointed.   i remembered that we had a holiday lunch there about 2 years ago that wasn't great, but wasn't nearly this awful. i also remember that there was almost no one else in the restaurant that time. this time, the restaurant was packed. i can't help but think that they overbooked the restaurant and ended up not being able to serve anyone in a reasonable amount of time. i'm serious. we got there at 12:30pm and didn't get any food until 1:47pm. when the first appetizers came, they were single-sized portions, not sharing portions (and i didn't go into detail on those - but they were calamari, tomato/mozzarella, and bruschetta.. all pretty sad looking).   i could tell that the waitress knew how bad the meal was.. and she was very sweet. the one upside was that all the waitstaff seemed very nice, but way overworked. this place should have closed - or just become a full time nightclub - long long ago.",1,8.0,1,1676,0.0098
72403,bjPUhanWoinHi2kywvVzBA,2013-11-24 16:09:59,5,"i had a wonderful experience here. the staff was attentive and very professional. i ordered the prosciutto wrapped chicken breast, and it was really well done and delicious. the polenta was light and cheesy. the ambience was inviting and relaxing. it checked all of the boxes for me.",1,29.0,1,283,0.2537
72416,9mA9qYqiv4c0T9ASid3PIQ,2014-01-25 03:46:41,4,"during restaurant week, i always try to hit capital grille for dinner, and it has yet to disappoint me. i've been there a number of times for both lunch and dinner, and the service is always amazing and the food is consistently on point. the only downside here is the price of a meal if you order off the normal menu, but you pay for what you get.   when i went tonight for my 7pm reservation, i did have to wait about 10 minutes to be seated. however, this is the first time i've ever experienced a wait. at the table, we were given a very large bread basket with an assortment  to try- onion, fruit and nut, dinner rolls, and a crispy kind of flatbread. usually i skip the bread to save my calories, but their bread is always served warm and is oh so delicious.   i had the lobster bisque to start, followed by the filet mignon with mashed potatoes, and a piece of flour less chocolate espresso cake for dessert. the lobster bisque is always my favorite part of my meal while visiting capital grille. the base is rich and creamy, and there is always a very generous amount of lump lobster meat in it. the filet was perfectly cooked and the creamy mashed potatoes were the perfect accompaniment. the flour less chocolate cake does not have a  cake-like consistency at all, but is more of a fudge torte. whatever it is, it's to die for! even my date said that it was their favorite dessert ever- which is quite the compliment.   aside from the restaurant week menu, capital grille also has a great lunch menu that i often take advantage of. if you order off the plates menu, you can get a soup or salad and a main dish for $18, which is such a great deal considering the quality of the food you're getting. the lobster roll is good, though it is slightly difficult to eat because it is pretty giant sandwich packed with lobster- though i'm not sure if having too much lobster is really a negative here, or ever, for that matter. most of the lunch sandwiches are served along with truffle fries. i know a lot of chefs look down on truffle oil, but these fries are amazing! they are always served hot and crispy, and are sprinkled with parmesan and a hint of the truffle oil.  i am already looking forward to the next restaurant week so that i can relive this amazing meal again!",1,56.0,1,2277,0.2975
72429,M0NNxVaepbnGSHQEXyxt8Q,2013-10-19 16:08:08,5,"in philadelphia for an event and while in the stadium a local recommended this. 14 of us went and wow, everyone loved it. would go again.",0,27.0,1,137,0.2667
72442,FTD2hJ53c0NbfKFvVQxAhw,2014-01-10 20:56:17,4,"had a great small lunch here of bread and fresh cheese. the cheese was the star of the show. it was so fresh, refreshing and delicious. the crusty bread was an amazing accompaniment paired with a nice craft beer.   pretty pricey but definitely worth a try",1,22.0,1,255,0.44
72443,arKiXax3ScSM_z3O-0CIyw,2013-08-23 19:03:31,4,"i had a very pleasant experience here. i had the gnocchi with asparagus and it was really filling and rich and i could have done with about a quarter of the volume; however it was very tasty. also, i can't explain this but i had a decaf coffee and it was delicious. i might go back and just drink coffee and have some calamari. yum.",0,20.0,1,332,0.4547
72446,M0NNxVaepbnGSHQEXyxt8Q,2013-09-25 02:50:06,5,"our waiter was amazing. the atmosphere was great and the food was unreal! everything was so good, and the bolognese sauce was easily the best i have ever had! the eggplant parmesan was perfect, and the chiarella's salad as a starter was perfect for two! plus a nice bread accompanied by a slightly spicy olive oil.",0,27.0,1,314,0.6852
72488,bjPUhanWoinHi2kywvVzBA,2014-01-28 16:42:10,5,"let me start w/ this is one of my top 5 favorite restaurants in philly + its byob (what a perk!).  i went here on dec. 14th and had an amazing window seat.   grade a+ for service = amazing and highly attentive  grade a for ambiance = small yet cozy comfortable and cute. also i like how they added the little entry way outside of the front doors to block out the cold air and to keep waiting guest a tad bit warmer.  grade a + for food (we did the tasting menu and had a dish for four courses). a must try there include the autumn risotto, grilled artichoke, skirt steak, balsamic glazed ribs and tiramusu). i left w/ food to go b/c the portions are reasonable and the taste was amazing.  love mercato!",1,29.0,1,702,0.2383
72513,9mA9qYqiv4c0T9ASid3PIQ,2013-10-21 11:59:04,4,"i think my expectations were too high =( as this one of the top philly restaurants. if not wasn't for the location, service, atmosphere and dessert it would have gotten a 3, aka the food could be much, much better, at least for what i ordered (just fyi i don't eat red meat).  the bread rolls were hard, cold and old with a block of random butter, um, might have been better to actually not have a bread basket. my pet peeve for salads is lettuce with one type of other vegetable, and this place had it. that's the same equivalent as a mcdonald's salad. although the dressing was pretty good. next were my scallops, which had 0 flavor. they were just nice and soft patties of white meat in random sauce. the butternut squash side dish was ok, but with very odd sour flavor at some bites. i tried the truffle fries, and those were really great. i heard the steak was pretty good from the others who ordered it at our table.   now for the awesome! the coconut cream pie was so good! tons of flavor in the filing and crust (i would have been ok with reducing the whipped cream amount by 50% though). next favorite was definitely the cheesecake, so light and fluffy! then the creme brule was also delicious and sweet. the hazelnut chocolate cake was a bit dry and bitter, but pretty good. also, our waiter was very attentive and had good recommendations.  so maybe if i was a steak eater and ordered other food i could have been more impressed, but it's still a nice restaurant to visit!",0,56.0,1,1483,0.2283
72600,bjPUhanWoinHi2kywvVzBA,2013-09-17 13:59:04,5,"my boyfriend and i went here for a celebration dinner on a friday night. we had reservations for 930pm. friendly staff, great service we had the pleasure of having kristen for the evening. she knew the menu and had excellent recommendations. every bite of food was amazing! we did the 4 course tasting menu that was 48.00 per person. that includes one appetizer one 1/2 order of pasta one entree and a dessert. we got the  fontina stuffed meatballs and anti pasta for appetizer. pasta dishes were pyramid pasta along with short rib ragu entrees  pan seared diver scallops and cioppino. it was a lot of food and we definitely had to get a doggie bag.  i would recommend making reservations for this place. we made reservations on a monday for a  saturday reservation but was totally booked so we ended up with a  friday reservation and only time left was 930 pm.  great food, great service will return.",0,29.0,1,901,0.4114
72643,arKiXax3ScSM_z3O-0CIyw,2013-12-25 01:30:34,4,"for my first time, we did take out. we had a pretty large order and everything was correct!   i ordered the chicken marsala, which was pretty flavorful. it did have a lot of mushrooms but that's expected i guess. the chicken had a good seasoning along with the marsala sauce. a bonus was that i had 2 decent size chicken breast, instead of one large breast.   along with the marsala was grilled squash and zucchini.. that was really yummy.  i'm sure this place is even better when dining in!!   the restaurant is an old italian place. just from my assumption, this is the only location and is very popular.   i would recommend this place if you love close to northern liberty or old city.",1,20.0,1,688,0.158
72646,_xSCB2TZ-s6yTeafRnzK1w,2014-01-27 02:52:00,3,"the pizza here is very inconsistent. last year it was terrific and was by only go to the pizza place on campus, but lately it has really fallen off and is not very good quite often. i have been going to other pizza places instead because it's quality has fallen so far.",1,14.0,1,269,-0.0216
72707,9mA9qYqiv4c0T9ASid3PIQ,2013-09-25 14:30:14,2,"we went during restaurant week. dinner was: lobster bisque, caesar salad,  filet mignon, bone in kona sirloin, chocolate cake and creme brulee. also we opted for a side each of out of the shell cold water lobster tail. honestly we had better steaks and food at texas roadhouse. everything was just bland. dirk, our server, was excellent. professional and courteous without being too intrusive. we won't be back.",0,56.0,1,411,0.2542
72717,arKiXax3ScSM_z3O-0CIyw,2013-09-22 02:22:17,4,"excellent crab jumbo cake, salad. overall wonderful meal. we had the veal porcini and it was good portions huge so we split dish. would go to again.",0,20.0,1,148,0.62
72718,M0NNxVaepbnGSHQEXyxt8Q,2013-10-19 16:17:56,5,excellent home made pasta the best pasta i have ever eaten.  try the linguine with lemon cream sauce.  to die for.,0,27.0,1,114,1.0
72766,9mA9qYqiv4c0T9ASid3PIQ,2013-10-16 12:56:06,5,"i came to the capital grille recently on the recommendation of a friend who is a regular at the restaurant. it's a bit out of my usual budget, but we were there to take advantage of the restaurant week special ($35/three courses) and i left feeling very warm and fuzzy with the overall experience.  i took advantage of the lobster bisque soup addition to their menu, and also opted for the filet mignon served with haricots vert and mashed potatoes. my steak was perfectly cooked the way i wanted it, and so tender that it melted in the mouth. the soup was loaded with lobster meat, so creamy and amazing.  we were also able to try the proscuitto-wrapped mozzarella appetizer, which was sooo decadent and rich, but by far the most memorable part of the meal. the espresso chocolate cake dessert was also one of the best tortes i've ever had, hands down. i have to admit that i was staring forlornly at my empty plate after everything was gone!  the staff simply dote on you throughout the meal. it's incredibly pleasing without being over the top or intrusive, and they're very quick to fix a mistake when we pointed it out (one of our dining companions received the wrong dessert -- back it went with wholehearted apologies!).  for a high-end steakhouse, the capital grille is an outstanding treat and beyond. i'd highly recommend it for anyone who's looking for a classy old-school experience.",0,56.0,1,1395,0.2798
72806,bjPUhanWoinHi2kywvVzBA,2013-12-02 04:10:20,1,"if you're not a foodie and you're easily impressed, then i see is acceptable to give mercato 5 stars.  however, if you eat out more than once a month and you know a thing or two about good food and good service, two stars is spot on.    on the outside looking in, mercato appears to have it all:  cute building, glowing ambiance, and a board outside displaying seasonal favorites.  however, once you're inside (especially during the winter) you quickly discover that mercato, its staff, and its reputation is highly overrated.  we had reservations, yet we found ourselves waiting 15 minutes in the non-existent wait area for the hostess to acknowledge our presence.  for a restaurant that only seats 24~ people, it seems odd that the hostess had to help the 5 other waitstaff.  the entire waitstaff seemed very disorganized and scattered.    as other commenters point out, the noise level in mercato is loud.  very loud.  contrary to what other commenters have said, this is not customary of a byob.  what does a byob have to do with noise???  the noise is so loud you practically have to lean across the table and scream at your friends/guests.  the noise has to do with the fact that mercato crams too many tables in their dining area.  there is absolutely no space between tables, and the tables are tiny.  you have strangers less than 12 inches from either side of your face.    the food was mixed.  the appetizers were small and underwhelming.  the service was mediocre.  the server was just ""there"".  the main dishes were decent.  i have to say, though, that the portions were on the small side.  to compensate, the chef seems to make every dish salty very heavy.    the waitstaff was also rude towards the end of our meal - three different servers asked if we were finished, while we were clearly still eating.  it was not late in the evening, either!    last honorable mention:  one of my friends got sick from the fish.    overall:  no atmosphere, overpriced, incredibly loud, and the service is mediocre at best.  the food portions are small and very heavy.  oh, and mercato is cash only.  most people do not know that.  we had to witness and unfortunate couple learn that the hard way.    with many great restaurants and byob's in the area, feel free to skip over mercato.  you aren't missing anything.",1,29.0,1,2313,0.0737
72822,arKiXax3ScSM_z3O-0CIyw,2013-09-30 19:22:21,3,i like this place way more than maggiano's. ! service is good as welll. we ordered the fried calamari and mussels in white sauce for appetizer and i wasn't disappointed it was good light and not too overwhelming though the portions look huge but it's just the plate so don't worry :) i love that they used fresh ingredients! whole not in can tomatoes  and real crab for my pasta ugh the three stars is that because they use cream on the sauce i kinda like it light and just tomatoes for my sphagetti.,0,20.0,1,500,0.3393
72824,arKiXax3ScSM_z3O-0CIyw,2013-10-20 03:49:11,4,"good price, great food and can't beat the location. service is okay and good size dishes. we had different pasta dishes and all of them were delicious.  probably one of the best italian restaurants in old city.",0,20.0,1,210,0.5333
72833,Zjg5nixJ-sTr9B6tsDzClw,2013-09-23 16:46:01,5,"this is my favorite little spot in philly; so charming and romantic. if the ""specials"" menu includes the balsamic chicken, make sure to get it! i usually have a rule of not ordering chicken out at restaurants because it's boring, but this is the best i've ever had!",0,8.0,1,265,0.0188
72848,Zjg5nixJ-sTr9B6tsDzClw,2013-10-13 23:29:43,5,"what a great birthday dinner!! the food was so good and the service was exemplary!!! one server, but mr. martino helped out and chatted with everyone and made everyone feel comfy like you were in his home! the pasta used to make the tortelloni was homemade as was everything else.  the baked ricotta was so delicious, no matter which flavor you order. i typically don't like bean soup but the white bean soup was yummy.  the lemon tart was delectable and the chocolate pudding was homemade and decadent.  i definitely waited too long to make a visit to mr. martino's!",0,8.0,1,567,0.3958
72853,9mA9qYqiv4c0T9ASid3PIQ,2013-12-06 02:12:48,4,"the food was good, not great, and the service was outstanding.  i felt the food was overpriced and i wouldn't go back unless it was for restaurant week or a special deal. i did like the atmosphere, dark woods on the walls and nice lighting. the wine with dinner was excellent. the appetizers were pricey and not hot enough for me.  for entrees we had steak and sole entrees, both were good but not the best i've ever had and when you are paying a couple of hundred dollars, you want to leave saying that was the best meal i've ever had!  the sides are typical of other steak houses and are just o.k. for dessert we had the homemade ice cream, unremarkable. they have a great location in center city and the restaurant was crowded, i would definitely recommend you make reservations. be prepared to spend some money.",1,56.0,1,815,0.2942
72861,9mA9qYqiv4c0T9ASid3PIQ,2013-09-18 12:08:25,5,"came here during lunch for restaurant week in philly on a monday afternoon.  wasn't too crowded, we had reservations and were seated right away.  ended up going with the clam chowder, burgers and parmesan garlic fries.  the cup chowder was excellent with huge chunks of clam in it.  served with some oyster crackers.  borderline the best chowder i've ever eaten.  then the burger came out.  it was phenomenal!  once again possibly the best i have ever eaten.  up there along side the one i had at dereks in manayunk.  brioche bun, hand made thick patty, lettuce, tomato, onion and a pickle.  cheese melted perfectly.  we both also remarked that it tasted like it bacon on it although no apparent signs of it being there.   upon biting into the crème brule dessert we realized that this place had achieved 5 stars.  also, had some of the chocolate cake, which was incredibly rich and dense, like fudge not like a convention egg and flour cake.  service was probably the least best factor, but then again i was counting on it being that great for a monday lunch.",0,56.0,1,1060,0.4901
72908,arKiXax3ScSM_z3O-0CIyw,2013-12-02 17:58:45,5,this is by far my most favorite italian food on the planet. i've never been to italy tho. i've been coming here for years and it's consistently delicious. i highly recommend to anyone that is in the old city area.,1,20.0,1,213,0.3371
72936,bjPUhanWoinHi2kywvVzBA,2014-01-26 02:16:16,5,"have been there a number of times and have yet to be disappointed.  it's a byob, so grab a really good bottle of wine and enjoy the great menu.   take advantage of their cured meats and cheeses - great options and a tasty start.   i'm partial the caesar salad.   the prepare excellent fish dishes with crispy skin.    difficult to go wrong with the dishes on their menu.   servers are really knowledgeable and work hard.   it's a small place with tight seating.",1,29.0,1,461,0.1023
72940,KzSL2VzyT7bdHd0bhMyanw,2013-09-14 21:31:32,5,"this place is a gem. not only does it have a charming view of passyunk square, but it also has one of the most beautiful terraces ever. the restaurant itself is gorgeous and the food is authentic and delicious. as if that weren't enough, the service was outstanding. the waiters were super friendly and even took a picture of us for their facebook website. they also gave us a complementary hazelnut chocolate shot, which was the perfect way to end the meal.   it's definitely a place worth checking out. amazing!",0,13.0,1,513,0.5006
72962,bjPUhanWoinHi2kywvVzBA,2014-01-30 18:23:48,4,"solid 4 stars.  went for restaurant week with a group of 4.  i had the bruschetta trio, cavatelli with lamb ragu which wasn't on the menu, and the vanilla panna cotta.  i really enjoyed everything.  i appreciated that they served the bruschetta with a sharp knife, but it was still tough to eat, especially the tomato basil one.  they need thinner pieces of bread or maybe toast it a little so that it's easier to cut.  the lamb ragu was really nice with big slivers of garlic and the pasta was perfectly cooked.  the dessert was good, not too heavy which is what i was looking for.  the cheeses were definitely calling my name.  i'd like to go back with a bottle of wine and order cheese and charcuterie.",1,29.0,1,705,0.1499
73025,FTD2hJ53c0NbfKFvVQxAhw,2013-09-22 10:41:59,4,"pretty good. i got the panini and it tasted fresh, especially the arugula. only thing is they should offer a small side of salad or something since most places do.",0,22.0,1,163,0.2143
